channel_id,channel_name,channel_category,creator_country,primary_language,channel_created_date,subscriber_band,content_rating
C00742,Studio Daily,Entertainment,India,Kannada,2014-01-11,<10K,General
C00743,RajRecords,Music,United States,Spanish,2021-08-19,10K-100K,General
C00744,Fresh Skits,Comedy,Mexico,Spanish,2012-12-05,1M-10M,General
C00745,NextMentor,Education,Japan,,2014-03-09,10K-100K,General
C00746,Global Comedy,Comedy,France,French,2021-10-09,10K-100K,General
C00747,Priya Learn,Education,Brazil,English,2022-09-22,<10K,General
C00748,RajLiving,Lifestyle,Indonesia,English,2013-04-16,<10K,General
C00749,Real GG 2,Gaming,India,Hindi,2024-03-24,<10K,General
C00750,AlexFitness,Sports,Vietnam,Vietnamese,2010-10-10,100K-1M,General
C00751,Pictures Daily,Film,Philippines,English,2013-07-31,1M-10M,General
C00752,Maria LOL,Comedy,Indonesia,Indonesian,2014-02-09,1M-10M,General
C00753,Mentor Raj,Education,India,Hindi,2012-07-23,<10K,Teen
C00754,RealLife,Lifestyle,Indonesia,Indonesian,2018-03-05,<10K,General
C00755,Bright Institute,Education,United States,Spanish,2021-04-25,10K-100K,General
C00756,KenjiTech,Technology,Turkey,Turkish,2022-11-17,<10K,General
C00757,Alex Fitness,Sports,Brazil,Portuguese,2014-01-26,<10K,General
C00758,BrightSounds,Music,Pakistan,English,2013-03-26,<10K,General
C00759,Kenji Academy 2,Education,Australia,English,2021-01-11,<10K,General
C00760,Kenji Unfiltered,Comedy,United States,Spanish,2011-02-04,10K-100K,Mature
C00761,Records Next,Music,Japan,Japanese,2010-06-25,<10K,General
C00762,RealSounds,Music,South Korea,English,2021-06-04,<10K,General
C00763,PrimeShow,Comedy,France,French,2015-02-24,<10K,General
C00764,Metro Plays,Gaming,United States,English,2011-09-03,<10K,General
C00765,SamInstitute,Education,India,Hindi,2021-02-25,<10K,General
C00766,Real Tech,Technology,Indonesia,Indonesian,2024-10-20,100K-1M,Teen
C00767,Vibes Wander,Entertainment,Brazil,Portuguese,2024-11-15,10K-100K,General
C00768,NorthCinema,Film,Turkey,Turkish,2026-04-27,10K-100K,General
C00769,Alex Learn,Education,India,,2016-10-24,10M+,General
C00770,Next Mentor 2,Education,Vietnam,Vietnamese,2021-05-22,10K-100K,General
C00771,North Zone 2,Gaming,United States,English,2013-01-12,<10K,General
C00772,Kenji League 2,Sports,Brazil,Portuguese,2011-05-25,10K-100K,General
C00773,Wire Next,News,Canada,English,2019-02-26,100K-1M,General
C00774,Screen Daily,Film,Pakistan,English,2021-08-23,1M-10M,General
C00775,FreshStudio,Music,Indonesia,Indonesian,2021-04-30,<10K,General
C00776,Alex Journal,Lifestyle,Philippines,Filipino,2018-08-28,100K-1M,General
C00777,Tech Global,Technology,United Kingdom,English,2018-06-14,<10K,General
C00778,NextGG,Gaming,Australia,English,2013-07-25,<10K,General
C00779,Daily Daily,News,Philippines,English,2022-02-21,10K-100K,General
C00780,Living Kenji,Lifestyle,Thailand,Thai,2026-04-03,100K-1M,General
C00781,Journal Maria,Lifestyle,United States,English,2017-07-04,10K-100K,Teen
C00782,UrbanSessions,Music,India,Hindi,2010-09-21,<10K,General
C00783,RajAthletics,Sports,United Kingdom,English,2016-07-19,10K-100K,General
C00784,Plays Priya,Gaming,Pakistan,Urdu,2012-03-03,10K-100K,Teen
C00785,True Sounds 2,Music,Spain,Spanish,2018-03-12,10K-100K,General
C00786,Forge Nova,Gaming,South Korea,English,2017-02-20,100K-1M,Mature
C00787,Vibes Daily 2,Entertainment,India,Hindi,2020-07-30,<10K,Mature
C00788,IndieTech,Technology,India,Telugu,2010-02-24,<10K,Teen
C00789,Alex Zone,Entertainment,Germany,German,2017-04-22,<10K,General
C00790,AlexCo 2,Lifestyle,United Kingdom,English,2010-02-17,<10K,Teen
C00791,DailyZone 2,Gaming,India,Tamil,2010-03-09,10K-100K,General
C00792,Sounds Next,Music,Mexico,English,2012-09-23,<10K,General
C00793,SamHub,Entertainment,Brazil,English,2017-06-03,<10K,General
C00794,Beats The,Music,United States,English,2017-01-10,1M-10M,General
C00795,FreshCinema,Film,India,Tamil,2019-08-22,10K-100K,General
C00796,Journal North,Lifestyle,India,Hindi,2017-05-25,10K-100K,General
C00797,Priya Arena 2,Gaming,France,French,2025-10-07,<10K,General
C00798,Fitness Priya,Sports,India,Hindi,2022-08-20,<10K,General
C00799,Real Journal,Lifestyle,Germany,German,2017-03-17,10K-100K,Mature
C00800,NovaReviews 2,Technology,Japan,Japanese,2010-01-16,<10K,General
C00801,Pixel Fitness,Sports,Germany,German,2017-12-23,<10K,Mature
C00802,True Forge 2,Gaming,United States,English,2018-10-24,<10K,General
C00803,Maria Live,Entertainment,United States,English,2014-01-20,10K-100K,General
C00804,FreshArena,Gaming,United States,English,2011-02-21,10K-100K,General
C00805,MariaNow,News,United States,English,2019-11-04,10K-100K,Teen
C00806,Labs Prime,Technology,Brazil,Portuguese,2016-05-22,100K-1M,General
C00807,IndieLife,Lifestyle,Turkey,Turkish,2012-06-07,1M-10M,General
C00808,The Journal,Lifestyle,Indonesia,Indonesian,2020-05-10,10K-100K,Teen
C00809,Central Urban,Entertainment,France,English,2026-06-08,10K-100K,Teen
C00810,PixelBeats,Music,France,French,2025-01-31,10K-100K,General
C00811,PrimeZone,Gaming,Indonesia,Indonesian,2019-12-26,10K-100K,General
C00812,Kenji Institute 2,Education,Philippines,Filipino,2015-09-05,1M-10M,General
C00813,AlexVibes,Music,India,Bengali,2022-03-11,10K-100K,General
C00814,FreshZone,Entertainment,India,Hindi,2022-05-28,<10K,General
C00815,Forge Prime,Gaming,Germany,German,2012-05-30,<10K,General
C00816,DailyLife,Lifestyle,United States,Spanish,2025-04-01,<10K,General
C00817,Hub Next,Entertainment,United States,English,2010-11-12,<10K,General
C00818,Indie LOL,Comedy,Mexico,Spanish,2017-12-11,100K-1M,General
C00819,PrimeStyle,Lifestyle,United States,English,2012-09-17,<10K,General
C00820,MetroArena 2,Sports,Australia,English,2021-03-25,100K-1M,Teen
C00821,Nova Tech,Technology,India,Hindi,2024-03-10,<10K,General
C00822,UrbanVibes 2,Entertainment,Philippines,Filipino,2011-05-24,10K-100K,General
C00823,RajZone 2,Entertainment,Turkey,Turkish,2015-11-17,<10K,General
C00824,Daily Arena,Sports,Nigeria,English,2015-10-01,<10K,General
C00825,Diaries Priya,Lifestyle,Vietnam,Vietnamese,2014-07-07,10K-100K,General
C00826,Report Raj,News,Turkey,,2021-06-10,10K-100K,General
C00827,Comedy Urban,Comedy,Japan,Japanese,2015-11-12,<10K,General
C00828,Records Raj,Music,Turkey,English,2024-12-05,<10K,General
C00829,Explained Bright,Education,India,Hindi,2014-10-19,10K-100K,General
C00830,PriyaLeague 2,Sports,United States,English,2010-01-21,10K-100K,Mature
C00831,DailyDaily,Sports,Thailand,English,2013-09-22,<10K,General
C00832,Fresh Tech,Technology,United States,English,2011-10-19,10K-100K,General
C00833,Next Zone 3,Entertainment,United States,Spanish,2024-02-15,<10K,General
C00834,PrimeForge,Gaming,Vietnam,Vietnamese,2012-01-09,10K-100K,
C00835,Real Now,News,United States,Spanish,2014-10-28,10K-100K,General
C00836,TrueCo,Lifestyle,United Kingdom,English,2015-08-15,<10K,General
C00837,PriyaSports,Sports,United States,English,2014-03-19,10K-100K,General
C00838,SamHub 2,Entertainment,India,Hindi,2010-01-27,<10K,Teen
C00839,Sounds Next 2,Music,Germany,German,2013-11-07,10K-100K,Teen
C00840,NextLOL,Comedy,Philippines,English,2010-12-28,10K-100K,General
C00841,Raj Learn,Education,Turkey,Turkish,2011-12-25,<10K,General
C00842,Next Times,News,India,Kannada,2010-01-23,<10K,General
C00843,Sam Mentor,Education,India,Hindi,2011-05-11,100K-1M,Teen
C00844,Pixel Explained,Education,Nigeria,English,2011-11-30,<10K,General
C00845,Daily Alex,Sports,India,Kannada,2023-07-03,<10K,Teen
C00846,Vibes Raj,Music,United States,English,2012-01-28,<10K,General
C00847,Co The,Lifestyle,Japan,English,2010-02-01,10K-100K,Teen
C00848,GG Bright,Gaming,United Kingdom,English,2025-12-16,10K-100K,General
C00849,Sam Studio 3,Music,Germany,German,2010-01-27,10K-100K,General
C00850,Daily Studio,Entertainment,Mexico,Spanish,2017-07-20,<10K,General
C00851,Show North,Comedy,Brazil,English,2014-11-16,<10K,General
C00852,Metro Zone 2,Gaming,Vietnam,Vietnamese,2020-05-08,10K-100K,General
C00853,Maria Vibes 2,Entertainment,India,Hindi,2010-03-16,<10K,General
C00854,Maria Lab,Education,United States,English,2018-12-09,<10K,Teen
C00855,RealDiaries 2,Lifestyle,Indonesia,Indonesian,2018-09-18,100K-1M,General
C00856,PixelInstitute 2,Education,Indonesia,English,2016-08-25,10K-100K,General
C00857,PixelAthletics 3,Sports,India,Hindi,2013-01-09,<10K,Mature
C00858,Next Journal,Lifestyle,South Korea,English,2024-02-04,100K-1M,General
C00859,IndieStudio,Entertainment,Indonesia,English,2011-04-13,<10K,General
C00860,Indie Life,Lifestyle,Thailand,Thai,2012-12-04,10K-100K,General
C00861,PixelDaily,News,United States,English,2012-04-24,10K-100K,Mature
C00862,WanderForge,Gaming,India,Tamil,2023-04-24,10K-100K,General
C00863,BrightExplained,Education,India,,2013-06-23,<10K,General
C00864,Live North 2,Entertainment,India,Hindi,2022-10-03,<10K,General
C00865,Forge Real,Gaming,Mexico,Spanish,2010-01-31,1M-10M,General
C00866,MetroLearn,Education,United States,Spanish,2012-09-17,10K-100K,General
C00867,Alex Arena,Gaming,India,Hindi,2021-01-12,<10K,General
C00868,BrightArena 3,Sports,Vietnam,Vietnamese,2021-05-19,10K-100K,General
C00869,Byte Sam,Technology,Japan,Japanese,2012-04-11,<10K,General
C00870,RealRecords,Music,India,Hindi,2017-04-30,<10K,General
C00871,Alex Living,Lifestyle,Japan,Japanese,2013-07-12,100K-1M,General
C00872,RajStudio 2,Music,Nigeria,English,2012-07-05,<10K,General
C00873,WanderLearn,Education,United States,English,2011-01-18,<10K,General
C00874,Wander Tech,Technology,Nigeria,English,2019-03-17,<10K,Teen
C00875,Athletics Sam,Sports,Mexico,Spanish,2013-10-02,<10K,General
C00876,WanderDaily,Sports,Turkey,English,2010-11-09,100K-1M,Teen
C00877,The Zone,Gaming,United States,English,2015-11-16,100K-1M,General
C00878,Reviews Fresh,Technology,Italy,Italian,2015-01-07,10K-100K,General
C00879,TrueLife,Lifestyle,Brazil,Portuguese,2026-02-28,<10K,Teen
C00880,NovaLive 3,Entertainment,United States,Spanish,2012-01-12,<10K,General
C00881,Live Fresh,Entertainment,India,Hindi,2015-11-30,<10K,General
C00882,Daily Academy,Education,Indonesia,Indonesian,2025-05-19,<10K,General
C00883,News Urban,News,Vietnam,Vietnamese,2015-07-21,<10K,Mature
C00884,PriyaLabs,Technology,Indonesia,Indonesian,2026-03-06,<10K,General
C00885,Live North 3,Entertainment,India,Hindi,2012-02-26,<10K,Teen
C00886,Alex Circuit,Technology,United Kingdom,English,2015-05-05,<10K,General
C00887,SamFilms,Film,United States,English,2019-01-25,10K-100K,General
C00888,KenjiArena 2,Gaming,India,Hindi,2014-08-31,10K-100K,General
C00889,RajAthletics 2,Sports,Germany,German,2022-03-29,<10K,General
C00890,Daily News,News,Thailand,English,2025-08-03,<10K,General
C00891,BrightVibes,Entertainment,South Korea,Korean,2012-03-07,10M+,Teen
C00892,The Unfiltered,Comedy,Germany,German,2024-01-20,10K-100K,General
C00893,Sounds Maria,Music,Thailand,Thai,2015-04-04,10K-100K,General
C00894,Indie Arena 2,Gaming,Brazil,Portuguese,2024-11-19,<10K,General
C00895,WanderSquad,Gaming,United States,,2025-11-24,10K-100K,General
C00896,Next Studio,Entertainment,Japan,Japanese,2021-12-08,<10K,General
C00897,FreshLearn,Education,Turkey,Turkish,2015-03-11,<10K,General
C00898,WanderLabs,Technology,Brazil,Portuguese,2021-12-25,<10K,General
C00899,Sam Fitness,Sports,Brazil,English,2015-06-05,10K-100K,General
C00900,Vibes Bright,Music,Thailand,Thai,2024-04-22,<10K,General
C00901,TheDiaries,Lifestyle,India,English,2023-03-21,<10K,General
C00902,The Forge,Gaming,Germany,German,2023-02-19,10K-100K,Mature
C00903,Alex Pictures,Film,Australia,English,2014-08-24,10M+,General
C00904,Digital Raj,Technology,Indonesia,English,2022-09-03,<10K,General
C00905,Maria Live 2,Entertainment,Indonesia,English,2023-08-19,<10K,General
C00906,Circuit Bright 2,Technology,United States,English,2010-03-04,10K-100K,Teen
C00907,North Studio,Music,South Korea,Korean,2019-05-08,<10K,Teen
C00908,TheZone,Gaming,Brazil,English,2011-06-16,<10K,General
C00909,Institute Fresh,Education,Germany,German,2014-05-10,1M-10M,Teen
C00910,Nova Now,News,Germany,German,2022-08-16,<10K,General
C00911,Labs Wander 2,Technology,Germany,German,2014-04-17,<10K,General
C00912,North Sessions,Music,Japan,English,2016-03-14,<10K,Teen
C00913,Studio The,Entertainment,India,Hindi,2021-09-04,<10K,General
C00914,BrightShow,Comedy,India,Bengali,2015-03-04,1M-10M,Teen
C00915,Nova Daily,Sports,South Korea,Korean,2014-06-20,<10K,General
C00916,BrightArena 4,Gaming,United States,English,2023-12-02,100K-1M,General
C00917,Sam Studio 4,Music,United States,English,2016-03-15,<10K,Teen
C00918,Daily Hub,Entertainment,Mexico,Spanish,2023-06-27,<10K,General
C00919,Byte Global 2,Technology,Mexico,Spanish,2010-03-05,100K-1M,General
C00920,Beats Daily,Music,Pakistan,Urdu,2014-10-03,10K-100K,Mature
C00921,AlexVibes 2,Entertainment,Indonesia,Indonesian,2021-04-18,10K-100K,General
C00922,Real Zone,Gaming,France,French,2017-09-06,<10K,General
C00923,Zone Sam 2,Entertainment,India,Hindi,2015-06-18,<10K,General
C00924,Unfiltered The,Comedy,Japan,Japanese,2017-04-22,10K-100K,Mature
C00925,Studio Metro,Music,Thailand,Thai,2013-04-22,10K-100K,Mature
C00926,Prime Athletics,Sports,India,Hindi,2020-04-29,<10K,General
C00927,TrueVibes,Entertainment,Japan,Japanese,2026-06-20,10K-100K,General
C00928,Global News,News,Brazil,Portuguese,2014-03-27,1M-10M,General
C00929,IndiePlays,Gaming,Indonesia,Indonesian,2014-02-23,10K-100K,Mature
C00930,PixelShow,Comedy,Japan,Japanese,2024-10-17,10K-100K,General
C00931,SamDaily 2,Sports,Brazil,Portuguese,2023-07-15,10K-100K,General
C00932,PriyaStudio,Music,Germany,German,2013-02-23,<10K,General
C00933,PriyaByte,Technology,Brazil,Portuguese,2014-07-23,<10K,General
C00934,Sports Daily,Sports,Indonesia,Indonesian,2010-12-05,10K-100K,General
C00935,RealStudio,Entertainment,United Kingdom,English,2023-02-15,<10K,General
C00936,Maria Mentor,Education,Brazil,English,2018-04-10,<10K,General
C00937,Maria Plays,Gaming,Japan,Japanese,2016-12-10,100K-1M,Teen
C00938,Pixel Life,Lifestyle,India,Hindi,2022-07-05,<10K,Teen
C00939,Diaries Real,Lifestyle,Thailand,English,2025-01-12,<10K,General
C00940,Studio North 3,Entertainment,United States,English,2023-12-29,<10K,General
C00941,FreshMentor,Education,United States,English,2013-01-20,10K-100K,General
C00942,The Plays,Gaming,Philippines,Filipino,2022-02-22,<10K,General
C00943,Wander Wire,News,Italy,Italian,2020-10-21,<10K,Teen
C00944,PrimeSessions,Music,Italy,Italian,2023-04-26,<10K,General
C00945,Now Global 2,News,Philippines,Filipino,2012-05-18,<10K,General
C00946,Indie Central,Entertainment,United Kingdom,English,2022-09-16,<10K,Mature
C00947,Wander Forge 2,Gaming,Turkey,English,2020-03-27,10K-100K,General
C00948,Vibes Sam,Entertainment,India,Marathi,2019-09-17,100K-1M,General
C00949,Raj Show,Comedy,Japan,Japanese,2022-06-28,10K-100K,General
C00950,UrbanLive 3,Entertainment,Indonesia,English,2018-05-09,<10K,General
C00951,NorthFitness,Sports,United States,English,2013-04-08,<10K,General
C00952,Indie Reviews,Technology,Turkey,Turkish,2010-08-21,<10K,General
C00953,FreshStudio 2,Entertainment,United Kingdom,English,2026-06-17,<10K,General
C00954,The Daily,Sports,South Korea,Korean,2010-06-05,<10K,Teen
C00955,Arena True,Gaming,Pakistan,Urdu,2019-11-07,10K-100K,Mature
C00956,Skits Global,Comedy,Philippines,Filipino,2010-12-24,<10K,General
C00957,Style The,Lifestyle,India,,2012-12-17,<10K,General
C00958,FreshDigital 2,Technology,Vietnam,Vietnamese,2010-08-17,10K-100K,General
C00959,Raj Studio,Music,India,Hindi,2017-06-06,<10K,General
C00960,FreshSquad 2,Gaming,Vietnam,Vietnamese,2026-01-29,10K-100K,General
C00961,True Arena 2,Sports,United States,English,2013-02-12,<10K,Mature
C00962,Athletics Daily 2,Sports,Vietnam,Vietnamese,2021-01-10,<10K,General
C00963,Kenji Arena 2,Sports,United States,English,2015-12-05,<10K,Teen
C00964,Raj Explained,Education,Indonesia,Indonesian,2019-04-25,<10K,General
C00965,Skits True 2,Comedy,United States,English,2014-01-30,10K-100K,General
C00966,Learn Daily,Education,India,Bengali,2012-09-26,10K-100K,General
C00967,Journal Raj,Lifestyle,Vietnam,Vietnamese,2017-01-31,<10K,General
C00968,NorthStudio,Music,Philippines,Filipino,2016-04-19,<10K,General
C00969,Co Pixel,Lifestyle,Indonesia,Indonesian,2018-04-08,<10K,General
C00970,SamCentral,Entertainment,India,Hindi,2012-07-10,10K-100K,Teen
C00971,Records North,Music,India,Hindi,2015-09-29,<10K,General
C00972,MetroPlays,Gaming,Japan,English,2012-11-18,<10K,Teen
C00973,Institute Metro,Education,Brazil,Portuguese,2010-01-19,10K-100K,General
C00974,Sessions The,Music,Japan,Japanese,2011-08-01,<10K,Teen
C00975,MariaReport,News,United States,Spanish,2014-07-25,100K-1M,General
C00976,Sounds Prime,Music,India,Bengali,2021-11-18,<10K,General
C00977,Films Real,Film,United States,English,2024-08-12,1M-10M,General
C00978,PixelRecords,Music,Vietnam,Vietnamese,2015-04-18,<10K,General
C00979,RealArena,Sports,United States,English,2014-05-20,10K-100K,General
C00980,Sam Athletics,Sports,Pakistan,Urdu,2016-01-02,<10K,General
C00981,NextJournal,Lifestyle,Brazil,Portuguese,2012-11-06,<10K,General
C00982,Style Sam,Lifestyle,India,Hindi,2013-08-28,<10K,General
C00983,RealLab,Education,Indonesia,Indonesian,2017-03-26,<10K,General
C00984,FreshReviews 2,Technology,United States,English,2013-07-11,<10K,General
C00985,Prime Beats,Music,South Korea,Korean,2010-03-04,10K-100K,General
C00986,Vibes Real 2,Music,United States,English,2011-02-06,<10K,General
C00987,Reviews Maria,Technology,United States,English,2018-05-11,<10K,General
C00988,TrueGG,Gaming,Philippines,Filipino,2010-11-10,<10K,Teen
C00989,Daily Bright 2,Sports,Canada,French,2022-01-25,10K-100K,General
C00990,Arena Maria,Gaming,Australia,English,2010-03-08,<10K,General
C00991,TheLaughs,Comedy,Mexico,English,2010-01-20,<10K,General
C00992,TheSessions 2,Music,India,Tamil,2014-08-26,10K-100K,General
C00993,TheJournal,Lifestyle,Nigeria,English,2017-12-04,10K-100K,General
C00994,Central Pixel,Entertainment,India,Hindi,2014-03-24,<10K,General
C00995,Reviews Prime,Technology,Germany,German,2010-11-29,<10K,Teen
C00996,KenjiStyle,Lifestyle,Brazil,Portuguese,2022-04-03,<10K,General
C00997,The Studio 2,Entertainment,Philippines,Filipino,2023-12-27,10K-100K,General
C00998,AlexZone,Entertainment,India,Hindi,2015-09-11,<10K,Teen
C00999,FreshJournal,Lifestyle,Germany,English,2014-05-22,10K-100K,Mature
C01000,MariaSkits,Comedy,United States,Spanish,2018-03-28,<10K,General
C01001,League Sam,Sports,United States,Spanish,2021-10-21,<10K,General
C01002,Sam Records 2,Music,United States,English,2023-03-25,<10K,General
C01003,Bright Learn 3,Education,United Kingdom,English,2012-07-12,10K-100K,General
C01004,KenjiDigital 2,Technology,Nigeria,English,2010-01-04,<10K,General
C01005,Global Sessions,Music,India,Hindi,2011-08-13,100K-1M,General
C01006,Raj Athletics,Sports,Indonesia,Indonesian,2013-07-24,<10K,General
C01007,KenjiFilms,Film,United States,Spanish,2023-12-27,10M+,General
C01008,DailyLab 2,Education,Vietnam,Vietnamese,2012-04-26,<10K,General
C01009,Pixel Academy 2,Education,United States,Spanish,2012-12-26,<10K,General
C01010,Living Prime,Lifestyle,India,Hindi,2014-06-29,<10K,General
C01011,RealCo,Lifestyle,India,Kannada,2025-06-29,<10K,General
C01012,Sam Hub 2,Entertainment,India,Hindi,2011-09-22,1M-10M,General
C01013,NextStudio 2,Entertainment,United States,Spanish,2014-05-30,1M-10M,General
C01014,BrightTech,Technology,Philippines,English,2012-03-17,10K-100K,Teen
C01015,Lab Priya,Education,India,Hindi,2010-02-26,10K-100K,General
C01016,TheNow,News,Pakistan,Urdu,2010-05-02,100K-1M,General
C01017,MariaVibes,Music,United States,English,2010-11-25,<10K,General
C01018,North Byte,Technology,Vietnam,English,2020-01-26,<10K,General
C01019,Arena Raj,Gaming,Vietnam,English,2011-02-08,<10K,General
C01020,Nova Plays,Gaming,India,Hindi,2018-02-16,1M-10M,Mature
C01021,True Diaries,Lifestyle,India,Hindi,2010-07-11,<10K,General
C01022,Forge Raj,Gaming,Canada,English,2015-08-05,<10K,General
C01023,IndieStudio 2,Entertainment,Indonesia,Indonesian,2024-10-13,100K-1M,General
C01024,Kenji Explained,Education,India,Hindi,2012-04-19,<10K,Mature
C01025,NovaLeague,Sports,United Kingdom,English,2015-03-02,100K-1M,Teen
C01026,SamVibes 2,Entertainment,Vietnam,Vietnamese,2022-06-27,10K-100K,General
C01027,MetroStudio,Entertainment,United States,English,2013-03-16,100K-1M,General
C01028,Fitness Next,Sports,India,Hindi,2020-08-15,100K-1M,Teen
C01029,Kenji Studio 2,Music,Philippines,Filipino,2010-01-14,<10K,General
C01030,PixelLaughs,Comedy,United States,English,2015-07-25,10K-100K,General
C01031,RajDaily,Sports,United States,English,2018-05-04,1M-10M,General
C01032,GG Wander,Gaming,Brazil,Portuguese,2021-11-21,10K-100K,General
C01033,Next Digital,Technology,Vietnam,Vietnamese,2011-07-22,<10K,General
C01034,Laughs Maria,Comedy,Australia,English,2015-04-28,10K-100K,General
C01035,Fresh Journal,Lifestyle,Brazil,Portuguese,2021-10-14,10K-100K,General
C01036,Times Metro,News,Indonesia,Indonesian,2010-07-04,<10K,General
C01037,Studio True 3,Music,Germany,German,2025-04-15,10K-100K,General
C01038,Next Wire,News,India,Hindi,2011-12-28,<10K,General
C01039,DailyDiaries,Lifestyle,United States,English,2017-04-19,100K-1M,Teen
C01040,Raj Institute,Education,Brazil,Portuguese,2013-12-27,<10K,Teen
C01041,MetroCinema,Film,United States,English,2019-11-16,<10K,General
C01042,NorthNow,News,Canada,English,2022-12-24,<10K,General
C01043,MariaCentral,Entertainment,United States,English,2016-08-18,<10K,General
C01044,Nova Times,News,Italy,Italian,2025-11-23,<10K,Teen
C01045,TrueLive,Entertainment,Vietnam,Vietnamese,2020-03-30,1M-10M,General
C01046,NorthNow 2,News,United States,English,2016-11-19,<10K,General
C01047,NovaCinema,Film,India,Telugu,2022-06-28,10K-100K,General
C01048,Hub Raj,Entertainment,United States,English,2010-11-14,<10K,General
C01049,Alex Arena 2,Gaming,Indonesia,,2013-07-07,10K-100K,General
C01050,Style The 2,Lifestyle,United States,English,2018-04-30,<10K,Mature
C01051,NorthLabs,Technology,Pakistan,Urdu,2013-12-19,<10K,General
C01052,MariaSounds 2,Music,India,Telugu,2020-04-01,<10K,General
C01053,BrightComedy,Comedy,Nigeria,English,2018-05-25,<10K,General
C01054,Global Plays,Gaming,Philippines,Filipino,2023-12-13,10K-100K,General
C01055,Zone The,Gaming,United States,English,2019-09-24,<10K,General
C01056,Screen Daily 2,Film,India,Hindi,2024-05-11,<10K,General
C01057,GlobalBeats,Music,Brazil,English,2024-07-22,<10K,General
C01058,Maria GG,Gaming,South Korea,Korean,2020-02-05,10K-100K,General
C01059,Plays Indie,Gaming,Australia,English,2015-05-17,<10K,Teen
C01060,MetroJournal,Lifestyle,Australia,English,2022-11-09,100K-1M,Teen
C01061,Global GG 2,Gaming,Germany,German,2022-04-09,<10K,Mature
C01062,Forge Maria,Gaming,India,Kannada,2025-03-22,<10K,General
C01063,Style Daily,Lifestyle,Pakistan,Urdu,2021-12-02,10K-100K,General
C01064,Institute Raj,Education,Thailand,Thai,2011-04-13,<10K,Teen
C01065,TrueBeats,Music,Mexico,Spanish,2019-07-21,<10K,General
C01066,Circuit Nova,Technology,United States,English,2010-10-20,100K-1M,General
C01067,BrightTimes,News,United States,English,2011-09-26,<10K,Mature
C01068,BrightMentor,Education,United States,Spanish,2025-10-04,<10K,General
C01069,Life Kenji,Lifestyle,Brazil,Portuguese,2010-01-05,<10K,Teen
C01070,SamExplained,Education,Indonesia,Indonesian,2022-03-26,100K-1M,General
C01071,PrimeSounds,Music,United States,English,2014-05-17,1M-10M,General
C01072,Explained Nova,Education,India,Hindi,2025-03-10,100K-1M,Teen
C01073,RajByte 2,Technology,South Korea,English,2020-05-07,10K-100K,General
C01074,Journal The,Lifestyle,France,French,2017-09-21,<10K,General
C01075,Fresh Show 2,Comedy,Germany,German,2024-07-30,1M-10M,General
C01076,North Central,Entertainment,United States,English,2021-02-24,100K-1M,Teen
C01077,Urban Laughs,Comedy,United States,Spanish,2023-05-21,<10K,General
C01078,Kenji Zone 2,Entertainment,India,Bengali,2013-04-17,10K-100K,General
C01079,FreshRecords 2,Music,Japan,English,2010-08-07,<10K,General
C01080,DailyBeats,Music,Germany,German,2010-01-16,<10K,
C01081,Pixel Arena,Gaming,France,French,2015-07-15,10K-100K,General
C01082,Beats Priya 2,Music,India,Hindi,2010-05-13,<10K,General
C01083,Urban Tech,Technology,Mexico,Spanish,2024-07-15,<10K,General
C01084,RajZone 3,Entertainment,United Kingdom,English,2012-07-03,10K-100K,General
C01085,League Metro,Sports,United States,English,2017-07-23,1M-10M,General
C01086,PriyaPlays,Gaming,Indonesia,Indonesian,2025-03-09,10K-100K,General
C01087,Wander Hub 2,Entertainment,Brazil,English,2013-03-16,<10K,Teen
C01088,PrimeJournal,Lifestyle,India,Hindi,2019-11-24,10K-100K,General
C01089,KenjiLearn,Education,Nigeria,English,2011-02-28,100K-1M,Mature
C01090,Laughs Sam,Comedy,France,French,2012-08-08,<10K,General
C01091,Central Fresh 2,Entertainment,United States,Spanish,2020-07-01,10K-100K,General
C01092,Reels Wander,Film,Brazil,Portuguese,2013-10-04,100K-1M,General
C01093,Learn Pixel,Education,India,Hindi,2018-04-09,<10K,General
C01094,NovaHub,Entertainment,India,Hindi,2016-04-16,10K-100K,General
C01095,UrbanLeague,Sports,United States,English,2010-01-16,100K-1M,General
C01096,Raj Mentor,Education,Vietnam,Vietnamese,2022-10-05,<10K,General
C01097,Sounds Bright,Music,Japan,Japanese,2021-05-28,<10K,General
C01098,Athletics Bright,Sports,Philippines,Filipino,2024-10-14,10K-100K,General
C01099,True Reviews,Technology,United States,English,2011-01-31,10K-100K,General
C01100,Athletics Next,Sports,United States,English,2017-10-21,<10K,General
C01101,Prime Learn 2,Education,Brazil,Portuguese,2013-03-06,<10K,General
C01102,Institute Global,Education,Japan,Japanese,2018-04-20,<10K,General
C01103,Prime Mentor,Education,United States,English,2020-07-14,<10K,Mature
C01104,NextDiaries,Lifestyle,Germany,German,2023-01-26,<10K,General
C01105,UrbanTech,Technology,Japan,Japanese,2012-06-20,<10K,General
C01106,Films Global,Film,United Kingdom,English,2010-02-02,<10K,Teen
C01107,BrightJournal,Lifestyle,Germany,German,2025-01-02,<10K,General
C01108,Sessions Pixel,Music,United States,English,2015-10-06,<10K,General
C01109,Journal Nova,Lifestyle,United Kingdom,English,2019-04-28,100K-1M,General
C01110,Global Sessions 2,Music,Brazil,,2021-12-10,100K-1M,General
