user_id,signup_date,country,region,age_group,preferred_language,subscription_type,acquisition_channel,preferred_device,account_status
U014643,2025-02-28,Mexico,Southern Mexico,18-24,Spanish,Free,Organic Search,Mobile,Active
U014644,2022-06-10,Brazil,Central-West,25-34,Portuguese,Free,Social Media,Desktop,Active
U014645,2026-04-11,India,South India,35-44,Hindi,YouTube Premium,Pre-installed App,Desktop,Inactive
U014646,2020-08-22,United States,Midwest,55-64,English,Free,Social Media,Mobile,Active
U014647,2025-08-19,Italy,,18-24,Italian,YouTube Premium,Direct,Mobile,Active
U014648,2021-03-16,Japan,Kanto,18-24,Japanese,Free,Pre-installed App,Mobile,Active
U014649,2023-01-24,Indonesia,Sulawesi,45-54,English,Free,Social Media,Desktop,Active
U014650,2020-12-15,India,Central India,18-24,Hindi,Free,Social Media,Mobile,Active
U014651,2023-07-12,South Korea,,18-24,Korean,YouTube Premium,Pre-installed App,TV,Inactive
U014652,2026-07-19,Thailand,,25-34,English,Free,Organic Search,tablet,Active
U014653,2025-10-12,India,North India,25-34,Hindi,Free,Google Ads,Desktop,Active
U014654,2025-05-17,Philippines,,55-64,English,Free,Social Media,Mobile,Active
U014655,2026-01-24,Italy,,13-17,English,YouTube Premium,Organic Search,Desktop,Active
U014656,2025-12-25,Australia,New South Wales,25-34,English,Free,Pre-installed App,Mobile,Active
U014657,2022-07-07,United Kingdom,England,18-24,English,Free,Social Media,Desktop,Active
U014658,2025-08-22,Mexico,Northern Mexico,35-44,Spanish,Free,Social Media,Desktop,Active
U014659,2026-04-24,India,South India,65+,Bengali,Free,Social Media,Mobile,Active
U014660,2026-03-28,Mexico,Northern Mexico,35-44,English,Free,Social Media,TV,Inactive
U014661,2020-08-05,France,,18-24,English,Free,Referral,TV,Active
U014662,2022-06-18,India,South India,18-24,Tamil,Free,Referral,Mobile,Active
U014663,2024-12-12,India,West India,13-17,Hindi,Free,Pre-installed App,Desktop,Active
U014664,2025-07-06,Pakistan,,35-44,Urdu,Free,Organic Search,Mobile,Active
U014665,2025-12-18,Spain,,35-44,English,Free,Google Ads,Mobile,Active
U014666,2025-07-12,India,West India,35-44,Hindi,YouTube Premium,Organic Search,Desktop,Active
U014667,2026-03-25,India,South India,45-54,Hindi,Premium Trial,Google Ads,Desktop,Inactive
U014668,2025-07-10,Brazil,South,18-24,English,Free,Organic Search,TV,Inactive
U014669,2026-05-14,Australia,Western Australia,35-44,English,YouTube Premium,Pre-installed App,Desktop,Active
U014670,2026-07-20,India,,35-44,Hindi,Free,Organic Search,Mobile,Active
U014671,2024-09-09,India,South India,25-34,Hindi,Free,Google Ads,Mobile,Active
U014672,2026-03-19,Australia,Queensland,18-24,English,YouTube Premium,Pre-installed App,Desktop,Active
U014673,2025-05-07,Brazil,Southeast,25-34,Portuguese,YouTube Premium,Pre-installed App,Mobile,Active
U014674,2024-05-11,Japan,Kyushu,18-24,Japanese,Free,Direct,Mobile,Active
U014675,2021-06-22,United States,South,45-54,English,Free,Organic Search,Mobile,Active
U014676,2026-03-24,Vietnam,,35-44,Vietnamese,Free,Organic Search,Mobile,Active
U014677,2024-08-08,Mexico,Northern Mexico,25-34,Spanish,Free,Google Ads,Desktop,Active
U014678,2021-04-11,India,West India,35-44,English,Free,Organic Search,Mobile,Active
U014679,2026-04-07,India,North India,25-34,Tamil,Free,Pre-installed App,Mobile,Active
U014680,2021-12-10,India,South India,25-34,Hindi,Free,Social Media,Mobile,Active
U014681,2021-03-14,India,North India,18-24,Hindi,Free,Google Ads,Game Console,Active
U014682,2025-04-25,India,South India,25-34,Hindi,Free,Organic Search,Mobile,Inactive
U014683,2022-08-17,Canada,Quebec,55-64,English,Free,Referral,Desktop,Active
U014684,2023-08-09,United States,South,55-64,English,Free,Organic Search,Desktop,Churned
U014685,2026-07-17,Thailand,,25-34,Thai,Free,Direct,Mobile,Active
U014686,2024-01-10,Canada,British Columbia,25-34,English,Premium Trial,Direct,Desktop,Inactive
U014687,2026-06-18,Brazil,Central-West,18-24,Portuguese,YouTube Premium,Organic Search,TV,Active
U014688,2025-01-30,India,North India,45-54,Hindi,Free,Referral,Desktop,Active
U014689,2023-11-26,Spain,,18-24,Spanish,Free,Social Media,Mobile,Churned
U014690,2022-09-07,Philippines,,65+,English,Free,Organic Search,TV,Active
U014691,2020-12-04,United States,Northeast,35-44,English,Free,Google Ads,Tablet,Inactive
U014692,2026-01-05,United States,Midwest,25-34,English,Free,Direct,Mobile,Active
U014693,2025-07-19,South Korea,,35-44,English,YouTube Premium,Google Ads,Mobile,Active
U014694,2026-05-29,Nigeria,,45-54,English,YouTube Premium,Direct,Desktop,Active
U014695,2023-12-05,United States,Northeast,35-44,English,YouTube Premium,Social Media,Mobile,Active
U014696,2025-07-25,United States,Midwest,18-24,English,YouTube Premium,Organic Search,Mobile,Active
U014697,2025-08-16,Pakistan,,25-34,Urdu,Free,Referral,Desktop,Active
U014698,2021-03-30,France,,25-34,French,Free,Pre-installed App,Mobile,Active
U014699,2020-09-26,Mexico,Yucatan,25-34,English,Free,Google Ads,Mobile,Active
U014700,2025-02-21,India,North India,18-24,Hindi,Free,Google Ads,Mobile,Active
U014701,2022-08-28,United States,Northeast,18-24,Spanish,Premium Trial,Organic Search,Mobile,Active
U014702,2024-08-31,UNITED KINGDOM,England,45-54,English,Free,Social Media,Desktop,Active
U014703,2024-11-27,India,South India,18-24,Hindi,Premium Trial,Social Media,Mobile,Active
U014704,2025-09-14,India,East India,18-24,Tamil,Free,Social Media,Mobile,Active
U014705,2026-05-10,United States,South,25-34,English,Free,Google Ads,Mobile,Active
U014706,2026-07-15,Vietnam,,45-54,Vietnamese,Free,Organic Search,Mobile,Active
U014707,2026-05-14,Indonesia,Kalimantan,18-24,Indonesian,Free,Organic Search,Tablet,Active
U014708,2026-02-17,Italy,,18-24,Italian,Free,Organic Search,Mobile,Active
U014709,2024-12-21,India,North India,65+,Hindi,YouTube Premium,Social Media,Mobile,Churned
U014710,2021-01-02,Australia,Western Australia,45-54,English,Free,Organic Search,Game Console,Inactive
U014711,2025-08-09,Indonesia,Java,13-17,English,Free,Organic Search,Mobile,Active
U014712,2023-05-28,Australia,New South Wales,25-34,English,Free,Pre-installed App,Mobile,Active
U014713,2025-04-01,India,North India,25-34,Hindi,Free,Organic Search,TV,Active
U014714,2025-11-18,United States,Midwest,25-34,English,Free,Organic Search,Mobile,Inactive
U014715,2023-10-16,United States,West,18-24,English,YouTube Premium,Social Media,Desktop,Active
U014716,2026-04-25,India,Central India,35-44,Hindi,Free,Google Ads,Desktop,Active
U014717,2025-02-21,India,North India,25-34,Hindi,Free,Pre-installed App,TV,Active
U014718,2024-04-15,Brazil,Northeast,35-44,Portuguese,Free,Pre-installed App,Desktop,Active
U014719,2026-05-22,Mexico,Southern Mexico,13-17,Spanish,Free,Organic Search,Mobile,Active
U014720,2026-02-06,Japan,Chubu,18-24,Japanese,Free,Pre-installed App,TV,Active
U014721,2024-01-11,India,South India,25-34,Tamil,Free,Organic Search,Game Console,Active
U014722,2025-10-04,Pakistan,,13-17,Urdu,YouTube Premium,Referral,Mobile,Active
U014723,2025-06-03,United States,Midwest,18-24,English,Free,Social Media,Mobile,Active
U014724,2023-04-07,Philippines,,35-44,Filipino,Premium Trial,Organic Search,Mobile,Active
U014725,2025-11-10,United States,Northeast,18-24,English,Free,Organic Search,Mobile,Active
U014726,2024-07-23,United States,South,35-44,English,YouTube Premium,Organic Search,Mobile,Active
U014727,2022-10-12,Japan,Kansai,65+,Japanese,YouTube Premium,Organic Search,TV,Inactive
U014728,2025-11-19,India,Central India,25-34,Marathi,YouTube Premium,Organic Search,TV,Active
U014729,2021-02-19,India,South India,18-24,Hindi,YouTube Premium,Social Media,Desktop,Inactive
U014730,2022-10-21,Spain,,25-34,Spanish,Free,Social Media,Desktop,Active
U014731,2021-09-24,Indonesia,Kalimantan,25-34,Indonesian,Free,Google Ads,mobile,Active
U014732,2026-02-17,Turkey,,13-17,Turkish,Free,Google Ads,TV,Active
U014733,2026-03-31,Turkey,,25-34,Turkish,Free,Organic Search,Mobile,Active
U014734,2020-08-27,India,West India,25-34,Hindi,YouTube Premium,Pre-installed App,Game Console,Churned
U014735,2025-06-22,Indonesia,Java,18-24,Indonesian,Free,Google Ads,Mobile,Active
U014736,2026-06-16,Vietnam,,25-34,Vietnamese,Free,Organic Search,Desktop,Active
U014737,2021-12-16,Pakistan,,25-34,Urdu,Free,Organic Search,Desktop,Active
U014738,2024-11-29,Spain,,25-34,English,Free,Organic Search,Tablet,Active
U014739,2026-02-19,India,East India,35-44,Marathi,Free,Google Ads,TV,Active
U014740,2022-12-06,Germany,Bavaria,13-17,English,Free,Organic Search,TV,Active
U014741,2022-04-18,Brazil,Northeast,25-34,Portuguese,Free,Direct,Game Console,Active
U014742,2025-06-03,Brazil,Northeast,55-64,Portuguese,Free,Social Media,Desktop,Active
U014743,2024-12-06,India,South India,45-54,Hindi,Premium Trial,Organic Search,Mobile,Active
U014744,2024-12-02,Thailand,,45-54,Thai,Free,Organic Search,TV,Active
U014745,2025-06-26,Vietnam,,18-24,Vietnamese,Free,Social Media,Mobile,Active
U014746,2025-07-16,Vietnam,,18-24,Vietnamese,Free,Social Media,Desktop,Active
U014747,2026-07-06,Australia,New South Wales,35-44,English,Free,Social Media,Mobile,Active
U014748,2022-01-20,United States,Midwest,35-44,Spanish,Free,Pre-installed App,Mobile,Inactive
U014749,2021-01-30,Germany,Baden-Wurttemberg,18-24,German,Free,Social Media,Mobile,Active
U014750,2021-01-13,Indonesia,Sulawesi,18-24,Indonesian,Free,Social Media,Mobile,Active
U014751,2025-09-02,Indonesia,Sumatra,35-44,English,Premium Trial,Google Ads,TV,Active
U014752,2025-11-24,Nigeria,,25-34,English,Free,Direct,Mobile,Active
U014753,2026-04-05,United States,Northeast,35-44,English,Free,Social Media,Mobile,Active
U014754,2025-07-18,Australia,Western Australia,25-34,English,YouTube Premium,Social Media,Desktop,Active
U014755,2023-06-11,Indonesia,Java,,Indonesian,Free,Direct,Mobile,Active
U014756,2020-11-13,Mexico,Northern Mexico,35-44,Spanish,YouTube Premium,Referral,TV,Active
U014757,2025-12-09,Brazil,Northeast,35-44,English,Free,Organic Search,TV,Active
U014758,2024-05-07,India,North India,13-17,Hindi,Free,Referral,Mobile,Active
U014759,2026-01-31,Mexico,Southern Mexico,55-64,Spanish,Premium Trial,Organic Search,TV,Churned
U014760,2026-01-09,United Kingdom,Northern Ireland,25-34,English,Free,Social Media,Mobile,Active
U014761,2025-11-07,India,East India,18-24,Hindi,Free,Organic Search,Mobile,Active
U014762,2024-12-01,United States,West,25-34,English,YouTube Premium,Direct,Mobile,Active
U014763,2024-10-27,Turkey,,35-44,English,Free,Organic Search,Mobile,Inactive
U014764,2025-12-15,Indonesia,Java,55-64,English,Free,Organic Search,Mobile,Active
U014765,2026-04-26,Japan,Chubu,18-24,,Free,Organic Search,Mobile,Active
U014766,2024-12-13,United States,West,25-34,English,YouTube Premium,Organic Search,Mobile,Active
U014767,2025-09-13,India,West India,35-44,Hindi,YouTube Premium,Social Media,Desktop,Inactive
U014768,2024-07-27,Mexico,Yucatan,55-64,Spanish,Free,Social Media,Mobile,Active
U014769,2025-12-17,United States,South,65+,English,Free,Pre-installed App,Mobile,Active
U014770,2025-10-20,Germany,Baden-Wurttemberg,25-34,English,Free,Pre-installed App,TV,Active
U014771,2025-10-07,Brazil,Northeast,18-24,Portuguese,Free,Organic Search,Mobile,Active
U014772,2025-06-22,Indonesia,Sumatra,18-24,Indonesian,YouTube Premium,Social Media,TV,Active
U014773,2022-01-26,Japan,Kyushu,13-17,English,Free,Organic Search,Desktop,Active
U014774,2026-03-04,Philippines,,45-54,Filipino,Free,Social Media,Mobile,Active
U014775,2020-08-06,Pakistan,,55-64,Urdu,Free,Social Media,Mobile,Active
U014776,2026-07-09,India,East India,35-44,Hindi,Free,Referral,Desktop,Active
U014777,2021-10-10,India,West India,35-44,Tamil,Free,Social Media,Mobile,Active
U014778,2026-05-21,India,West India,25-34,Hindi,Free,Organic Search,Mobile,Active
U014779,2025-07-22,United Kingdom,Wales,45-54,English,Free,Social Media,Tablet,Active
U014780,2025-12-28,United States,West,25-34,Spanish,YouTube Premium,Organic Search,TV,Active
U014781,2022-08-26,Nigeria,,25-34,English,Premium Trial,Social Media,TV,Inactive
U014782,2023-11-06,Brazil,Northeast,18-24,English,Free,Direct,Mobile,Active
U014783,2021-10-16,Brazil,South,35-44,English,Free,Social Media,TV,Active
U014784,2025-07-04,Mexico,,45-54,Spanish,Free,Referral,Mobile,Active
U014785,2025-09-12,Vietnam,,18-24,English,YouTube Premium,Referral,Mobile,Active
U014786,2025-09-15,India,West India,18-24,Hindi,Free,Organic Search,Mobile,Inactive
U014787,2025-02-01,Brazil,North,35-44,English,Free,Google Ads,MOBILE,Active
U014788,2024-05-09,Pakistan,,18-24,Urdu,YouTube Premium,Organic Search,Mobile,Inactive
U014789,2025-02-06,Vietnam,,18-24,Vietnamese,Free,Pre-installed App,Mobile,Churned
U014790,2024-09-05,United States,Northeast,13-17,English,Free,Google Ads,TV,Inactive
U014791,2025-06-25,Australia,Western Australia,25-34,English,Free,Social Media,Mobile,Active
U014792,2022-02-13,Spain,,55-64,English,Free,Referral,Desktop,Active
U014793,2024-12-08,Indonesia,Kalimantan,25-34,Indonesian,Free,Organic Search,TV,Active
U014794,2024-08-18,United States,South,25-34,English,Free,Social Media,Mobile,Active
U014795,2026-06-11,France,,65+,French,Free,Google Ads,Desktop,Active
U014796,2021-07-14,United States,,25-34,English,Free,Referral,TV,Active
U014797,2022-08-10,Philippines,,18-24,Filipino,Free,Organic Search,Tablet,Inactive
U014798,2026-05-25,Germany,Baden-Wurttemberg,55-64,German,Free,Google Ads,Mobile,Active
U014799,2021-07-16,Vietnam,,35-44,Vietnamese,Premium Trial,Direct,Mobile,Active
U014800,2025-06-09,India,,35-44,Hindi,Free,Pre-installed App,Mobile,Active
U014801,2026-05-04,India,Central India,35-44,,Free,Social Media,TV,Active
U014802,2021-07-28,Brazil,Central-West,18-24,Portuguese,Free,Organic Search,Desktop,Active
U014803,2025-10-14,Mexico,Northern Mexico,65+,Spanish,Free,Referral,Mobile,Inactive
U014804,2026-03-22,United States,West,35-44,English,Free,Direct,Mobile,Active
U014805,2024-01-30,Philippines,,18-24,Filipino,Free,Social Media,Tablet,Active
U014806,2024-08-17,United States,Midwest,25-34,Spanish,YouTube Premium,Referral,Mobile,Active
U014807,2024-12-08,Vietnam,,18-24,Vietnamese,YouTube Premium,Referral,Tablet,Active
U014808,2025-11-14,United States,Midwest,13-17,Spanish,Free,Referral,Mobile,Inactive
U014809,2021-08-27,Brazil,North,35-44,Portuguese,Premium Trial,Pre-installed App,Tablet,Inactive
U014810,2025-08-19,Brazil,Northeast,18-24,Portuguese,Free,Google Ads,Mobile,Active
U014811,2025-07-07,Indonesia,Sumatra,25-34,English,Free,Pre-installed App,TV,Active
U014812,2026-06-18,Philippines,,35-44,Filipino,Free,Organic Search,Mobile,Active
U014813,2021-11-16,United States,Northeast,25-34,English,Free,Pre-installed App,Mobile,Active
U014814,2026-06-10,United Kingdom,Scotland,35-44,English,Free,Referral,Mobile,Active
U014815,2026-05-27,South Korea,,35-44,Korean,Free,Organic Search,Mobile,Active
U014816,2025-07-25,United States,West,35-44,English,Free,Pre-installed App,TV,Active
U014817,2025-07-03,Indonesia,Java,25-34,English,Free,Organic Search,Mobile,Active
U014818,2025-07-06,United States,Northeast,25-34,Spanish,Free,Social Media,Desktop,Inactive
U014819,2023-03-26,Turkey,,25-34,English,Free,Organic Search,Mobile,Active
U014820,2026-07-20,United States,Northeast,18-24,English,Free,Direct,TV,Active
U014821,2025-11-30,Thailand,,13-17,Thai,Free,Referral,Game Console,Active
U014822,2023-12-20,India,North India,18-24,Kannada,Free,Social Media,Mobile,Active
U014823,2025-11-03,South Korea,,18-24,Korean,YouTube Premium,Direct,TV,Active
U014824,2025-06-01,Pakistan,,18-24,English,Free,Organic Search,Mobile,Active
U014825,2021-08-03,India,East India,25-34,Hindi,YouTube Premium,Social Media,Desktop,Active
U014826,2024-09-18,United Kingdom,Wales,35-44,,Free,Google Ads,Mobile,Active
U014827,2022-08-30,India,Central India,18-24,Hindi,Free,Referral,Mobile,Active
U014828,2026-01-03,India,Central India,18-24,Bengali,Free,Pre-installed App,Mobile,Active
U014829,2025-10-05,Japan,,55-64,Japanese,Premium Trial,Organic Search,Mobile,Active
U014830,2021-09-19,Japan,Hokkaido,25-34,Japanese,Free,Organic Search,Desktop,Active
U014831,2026-06-30,United States,,25-34,Spanish,YouTube Premium,Organic Search,TV,Active
U014832,2025-01-26,France,,35-44,French,Free,Social Media,Desktop,Active
U014833,2023-04-12,Japan,Hokkaido,35-44,Japanese,Free,Pre-installed App,Game Console,Active
U014834,2025-12-26,Vietnam,,18-24,Vietnamese,Free,Direct,Mobile,Active
U014835,2021-04-29,Vietnam,,25-34,Vietnamese,Free,Social Media,Mobile,Active
U014836,2026-02-19,Brazil,North,18-24,Portuguese,YouTube Premium,Organic Search,Mobile,Active
U014837,2025-06-29,India,North India,35-44,Hindi,Premium Trial,Referral,Mobile,Active
U014838,2025-11-04,Japan,Kanto,55-64,Japanese,Free,Direct,TV,Active
U014839,2023-09-13,Turkey,,18-24,English,Free,Google Ads,Desktop,Inactive
U014840,2026-01-20,Canada,Alberta,65+,French,Free,Organic Search,Mobile,Active
U014841,2025-11-22,India,East India,35-44,Hindi,Free,Organic Search,Tablet,Active
U014842,2026-06-19,Philippines,,55-64,Filipino,Premium Trial,Organic Search,Mobile,Active
U014843,2026-03-31,United States,Northeast,25-34,English,Free,Google Ads,Tablet,Active
U014844,2021-06-04,United States,South,35-44,English,Free,Social Media,Desktop,Active
U014845,2025-11-13,India,East India,35-44,Hindi,Free,Pre-installed App,Mobile,Active
U014846,2026-07-17,Spain,,25-34,Spanish,Free,Referral,Mobile,Active
U014847,2026-06-09,Philippines,,35-44,English,Free,Google Ads,Mobile,Active
U014848,2026-03-15,United States,South,35-44,English,Free,Direct,Desktop,Active
U014849,2026-07-16,France,,35-44,English,Free,Organic Search,Mobile,Active
U014850,2026-01-02,India,,25-34,Hindi,Free,Organic Search,Desktop,Active
U014851,2025-02-05,United States,West,18-24,English,Free,Direct,desktop,Active
U014852,2025-06-28,India,South India,45-54,Hindi,Free,Google Ads,Mobile,Active
U014853,2025-02-24,Brazil,Northeast,55-64,Portuguese,Free,Organic Search,Mobile,Active
U014854,2026-04-08,United States,South,18-24,Spanish,YouTube Premium,Organic Search,Mobile,Active
U014855,2022-07-01,Thailand,,18-24,Thai,YouTube Premium,Organic Search,Tablet,Active
U014856,2025-04-19,India,South India,18-24,English,Free,Organic Search,TV,Active
U014857,2022-05-10,India,South India,18-24,Hindi,Free,Social Media,Desktop,Active
U014858,2025-12-25,India,West India,13-17,Hindi,Free,Direct,Mobile,Churned
U014859,2026-05-10,Indonesia,Java,18-24,English,Free,Social Media,Mobile,Active
U014860,2020-11-13,INDIA,North India,35-44,Hindi,Free,Google Ads,Mobile,Active
U014861,2026-07-09,Nigeria,,18-24,English,YouTube Premium,Organic Search,TV,Active
U014862,2025-06-14,Brazil,South,45-54,Portuguese,Free,Organic Search,TV,Active
U014863,2026-02-15,Thailand,,25-34,Thai,Free,Google Ads,Tablet,Active
U014864,2025-08-09,India,South India,25-34,Telugu,Free,Organic Search,Mobile,Active
U014865,2026-02-25,Brazil,Central-West,13-17,Portuguese,Free,Organic Search,Mobile,Active
U014866,2026-03-20,Spain,,25-34,Spanish,Free,Organic Search,Mobile,Active
U014867,2025-08-20,Brazil,Northeast,35-44,Portuguese,Free,Direct,Mobile,Churned
U014868,2025-09-30,United States,Midwest,25-34,English,Free,Referral,TV,Churned
U014869,2024-07-30,India,Central India,25-34,Telugu,Free,Google Ads,Mobile,Churned
U014870,2025-12-31,Japan,Kansai,18-24,English,Free,Referral,Mobile,Active
U014871,2025-07-18,United States,Midwest,18-24,English,Free,Google Ads,Mobile,Inactive
U014872,2025-04-28,Japan,Chubu,18-24,English,Free,Organic Search,Mobile,Active
U014873,2024-01-22,Canada,Alberta,13-17,French,Free,Direct,TV,Active
U014874,2025-02-26,Japan,Chubu,25-34,Japanese,Free,Organic Search,Mobile,Inactive
U014875,2026-04-25,India,East India,45-54,Hindi,Free,Pre-installed App,Desktop,Active
U014876,2023-08-24,Indonesia,Java,45-54,Indonesian,Free,Pre-installed App,Mobile,Active
U014877,2024-02-19,Germany,Bavaria,25-34,German,Free,Social Media,Mobile,Active
U014878,2025-02-19,Japan,Hokkaido,25-34,Japanese,YouTube Premium,Organic Search,DESKTOP,Active
U014879,2025-10-07,India,East India,18-24,Hindi,Free,Referral,Mobile,Active
U014880,2022-09-10,Brazil,Southeast,25-34,Portuguese,Free,Organic Search,Mobile,Active
U014881,2026-07-07,Mexico,Central Mexico,25-34,Spanish,Free,Organic Search,Desktop,Active
U014882,2025-05-28,Brazil,South,25-34,Portuguese,Free,Google Ads,Desktop,Active
U014883,2026-07-01,Canada,Quebec,,English,Free,Google Ads,Mobile,Active
U014884,2026-05-14,Thailand,,65+,Thai,Premium Trial,Organic Search,Desktop,Active
U014885,2024-01-19,Nigeria,,25-34,English,Free,Social Media,Mobile,Active
U014886,2023-09-16,Canada,Quebec,25-34,English,Free,Organic Search,Mobile,Active
U014887,2025-06-22,Australia,New South Wales,25-34,English,Free,Social Media,Mobile,Active
U014888,2025-02-11,United States,Northeast,25-34,English,Free,Direct,Mobile,Active
U014889,2021-09-10,united states,Midwest,45-54,English,YouTube Premium,Direct,TV,Active
U014890,2025-07-02,India,Central India,18-24,Hindi,Free,Google Ads,Tablet,Active
U014891,2024-01-01,United States,Midwest,55-64,English,Free,Organic Search,Desktop,Active
U014892,2026-03-30,India,West India,18-24,Bengali,Free,Pre-installed App,Mobile,Active
U014893,2026-06-27,India,South India,55-64,Hindi,Free,Social Media,Desktop,Active
U014894,2020-12-03,India,East India,25-34,Hindi,Free,Referral,Mobile,Active
U014895,2026-04-28,United States,Midwest,18-24,English,Premium Trial,Pre-installed App,Desktop,Active
U014896,2023-03-06,United Kingdom,Scotland,35-44,English,Free,Organic Search,Mobile,Active
U014897,2026-05-22,France,,45-54,French,Free,Google Ads,Game Console,Active
U014898,2026-03-14,India,,35-44,Hindi,Free,Organic Search,TV,Active
U014899,2026-02-25,United Kingdom,Northern Ireland,18-24,English,Free,Social Media,Mobile,Active
U014900,2023-04-15,Indonesia,Bali & Nusa Tenggara,25-34,Indonesian,Premium Trial,Social Media,Desktop,Active
U014901,2025-02-02,United Kingdom,Scotland,18-24,English,Premium Trial,Referral,Mobile,Active
U014902,2026-01-26,India,South India,65+,Hindi,Free,Social Media,Desktop,Active
U014903,2026-03-28,Turkey,,18-24,Turkish,Premium Trial,Social Media,Game Console,Active
U014904,2025-12-11,Brazil,Central-West,45-54,English,Free,Organic Search,Desktop,Inactive
U014905,2026-01-20,Nigeria,,18-24,English,Free,Social Media,Desktop,Active
U014906,2025-05-06,United States,South,13-17,English,Free,Google Ads,Mobile,Active
U014907,2022-03-06,Spain,,45-54,Spanish,Premium Trial,Organic Search,Mobile,Active
U014908,2025-10-12,United Kingdom,Northern Ireland,25-34,English,Free,Social Media,Mobile,Active
U014909,2025-10-02,Australia,Western Australia,25-34,English,Free,Pre-installed App,Mobile,Active
U014910,2023-02-06,Brazil,Northeast,35-44,Portuguese,Free,Referral,TV,Active
U014911,2026-06-19,United States,Northeast,18-24,English,Free,Social Media,Mobile,Active
U014912,2025-09-30,Indonesia,Bali & Nusa Tenggara,25-34,Indonesian,Free,Pre-installed App,Mobile,Active
U014913,2025-02-21,India,North India,18-24,Hindi,Free,Pre-installed App,Mobile,Churned
U014914,2025-12-25,United States,Northeast,18-24,English,Free,Social Media,Mobile,Active
U014915,2026-02-11,brazil,Northeast,35-44,Portuguese,Premium Trial,Pre-installed App,TV,Active
U014916,2025-12-23,United States,,25-34,English,YouTube Premium,Social Media,TV,Active
U014917,2021-01-02,India,West India,18-24,Tamil,Free,Google Ads,Mobile,Active
U014918,2026-04-04,United States,Northeast,25-34,English,Free,Social Media,Desktop,Inactive
U014919,2023-06-29,Vietnam,,18-24,Vietnamese,Free,Referral,Desktop,Active
U014920,2024-03-25,South Korea,,25-34,English,YouTube Premium,Pre-installed App,Mobile,Active
U014921,2022-03-04,India,East India,25-34,Hindi,Free,Direct,Mobile,Active
U014922,2021-02-20,United States,Midwest,18-24,Spanish,Free,Social Media,Mobile,Inactive
U014923,2026-07-10,Philippines,,25-34,Filipino,Free,Organic Search,Mobile,Active
U014924,2025-11-28,Vietnam,,18-24,English,Free,Direct,Mobile,Churned
U014925,2025-08-03,South Korea,,18-24,English,Free,Pre-installed App,Mobile,Active
U014926,2022-09-17,India,North India,25-34,Bengali,Free,Social Media,Tablet,Inactive
U014927,2022-06-06,Canada,Quebec,13-17,English,Free,Google Ads,TV,Active
U014928,2023-01-16,United States,Northeast,55-64,English,Premium Trial,Pre-installed App,TV,Inactive
U014929,2025-06-14,United States,Northeast,18-24,Spanish,Premium Trial,Social Media,Mobile,Active
U014930,2026-04-07,Brazil,South,18-24,English,Free,Organic Search,Desktop,Active
U014931,2025-12-16,Spain,,55-64,English,Free,Organic Search,Desktop,Active
U014932,2026-06-04,India,West India,18-24,Hindi,YouTube Premium,Social Media,Mobile,Active
U014933,2025-07-13,Vietnam,,18-24,Vietnamese,Free,Social Media,Tablet,Active
U014934,2026-01-14,France,,45-54,English,Free,Social Media,Mobile,Active
U014935,2024-06-10,Italy,,13-17,Italian,Free,Social Media,Mobile,Inactive
U014936,2025-12-26,Nigeria,,13-17,English,YouTube Premium,Pre-installed App,Mobile,Active
U014937,2023-07-10,India,Central India,35-44,Hindi,Free,Pre-installed App,Desktop,Active
U014938,2026-04-11,Turkey,,45-54,English,Free,Referral,Mobile,Active
U014939,2025-07-24,Nigeria,,18-24,English,Free,Social Media,TV,Active
U014940,2026-04-01,Italy,,25-34,Italian,Free,Organic Search,Mobile,Active
U014941,2025-05-02,India,West India,45-54,Kannada,Free,Organic Search,TV,Churned
U014942,2022-06-21,Indonesia,Bali & Nusa Tenggara,25-34,Indonesian,Free,Social Media,Desktop,Active
U014943,2025-04-13,Brazil,North,55-64,English,Free,Social Media,TV,Active
U014944,2026-05-19,Germany,Berlin,18-24,German,Free,Pre-installed App,Mobile,Active
U014945,2025-06-26,India,South India,18-24,,Free,Organic Search,Mobile,Active
U014946,2025-09-01,India,West India,25-34,English,Free,Organic Search,TV,Active
U014947,2025-12-20,United States,Northeast,18-24,Spanish,Free,Organic Search,TV,Active
U014948,2023-03-24,Philippines,,13-17,English,Free,Direct,Tablet,Active
U014949,2025-03-08,Vietnam,,13-17,Vietnamese,Free,Google Ads,Mobile,Active
U014950,2026-05-31,United States,West,45-54,Spanish,Free,Google Ads,Mobile,Active
U014951,2023-10-08,Japan,Kyushu,25-34,Japanese,YouTube Premium,Organic Search,Mobile,Active
U014952,2020-11-02,Mexico,Yucatan,55-64,Spanish,Free,Pre-installed App,Mobile,Inactive
U014953,2022-12-19,United States,Northeast,18-24,Spanish,Free,Pre-installed App,Mobile,Active
U014954,2026-03-14,India,North India,25-34,Hindi,YouTube Premium,Organic Search,TV,Active
U014955,2020-10-23,Indonesia,Sulawesi,13-17,Indonesian,Free,Google Ads,Mobile,Active
U014956,2026-06-17,India,West India,25-34,Hindi,Free,Social Media,Mobile,Active
U014957,2025-08-18,Germany,North Rhine-Westphalia,35-44,German,Free,Google Ads,Desktop,Active
U014958,2026-02-28,United States,South,35-44,Spanish,Free,Google Ads,Tablet,Active
U014959,2025-07-08,United States,South,35-44,English,Free,Referral,Mobile,Inactive
